time,high,low,open,volumefrom,volumeto,close
2023-08-22,26137.6,25369.8,26126.18,19880.36,514473682.56,26043.01
2023-08-23,26807.82,25802.48,26043.01,25584.15,672652092.31,26429.4
2023-08-24,26565.88,25859.32,26429.4,17135.14,449180401.68,26166.22
2023-08-25,26291.13,25759.58,26166.22,18808.91,489263026.85,26051.29
2023-08-26,26109.19,25979.58,26051.29,3572.84,93024725.64,26010.35
2023-08-27,26168.79,25966.75,26010.35,4137.97,107924452.3,26091.32
2023-08-28,26233.53,25861.84,26091.32,11633.38,302943657.3,26106.0
2023-08-29,28154.08,25911.89,26106.0,39870.36,1089036684.85,27724.41
2023-08-30,27766.41,27036.49,27724.41,19031.6,520197058.0,27305.41
2023-08-31,27563.68,25683.18,27305.41,27850.06,741278108.53,25937.29
2023-09-01,26137.14,25323.44,25937.29,24807.18,639696809.37,25798.79
2023-09-02,25980.31,25729.66,25798.79,7017.96,181289556.36,25868.56
2023-09-03,26115.72,25805.82,25868.56,6190.05,160541183.85,25971.37
2023-09-04,26089.36,25636.28,25971.37,8832.41,228454428.06,25816.24
2023-09-05,25878.61,25567.56,25816.24,10888.31,280146729.52,25785.01
2023-09-06,26019.64,25379.85,25785.01,15183.61,390027105.24,25751.71
2023-09-07,26426.41,25600.8,25751.71,18952.45,491838528.79,26264.75
2023-09-08,26443.61,25650.9,26264.75,18556.34,482397556.59,25907.13
2023-09-09,25936.62,25799.89,25907.13,4094.4,105931726.4,25898.41
2023-09-10,26020.84,25589.02,25898.41,8434.22,217583144.54,25833.67
2023-09-11,25889.38,24911.78,25833.67,24481.75,619642052.88,25157.07
2023-09-12,26545.24,25128.37,25157.07,36111.44,937711286.48,25840.34
2023-09-13,26432.59,25768.65,25840.34,18955.32,495397769.94,26227.49
2023-09-14,26845.74,26136.39,26227.49,24488.8,649517751.61,26533.66
2023-09-15,26879.57,26224.91,26533.66,17339.0,459310066.65,26605.49
2023-09-16,26771.68,26459.99,26605.49,7062.9,187703875.45,26569.13
2023-09-17,26621.93,26413.39,26569.13,5698.34,151125765.17,26533.12
2023-09-18,27425.7,26394.81,26533.12,29536.95,797114111.3,26767.82
2023-09-19,27493.85,26676.6,26767.82,24703.82,670630172.73,27219.02
2023-09-20,27389.22,26814.07,27219.02,21439.58,581302466.15,27126.4
2023-09-21,27162.0,26373.55,27126.4,20948.1,559336631.68,26567.47
2023-09-22,26738.04,26478.87,26567.47,15354.82,408613785.26,26583.16
2023-09-23,26640.84,26522.49,26583.16,5251.29,139605320.21,26585.41
2023-09-24,26732.91,26146.79,26585.41,9848.35,260953441.64,26261.44
2023-09-25,26439.02,25997.17,26261.44,19804.27,518905094.49,26297.93
2023-09-26,26395.42,26090.75,26297.93,12902.09,338286231.16,26212.59
2023-09-27,26828.5,26096.78,26212.59,24188.11,638562791.04,26360.2
2023-09-28,27306.05,26328.53,26360.2,30832.51,827813877.45,27027.2
2023-09-29,27233.94,26674.22,27027.2,21721.72,585322764.87,26909.4
2023-09-30,27095.39,26887.09,26909.4,7260.78,195916128.74,26964.27
2023-10-01,28060.49,26958.76,26964.27,16861.15,464200302.08,27994.51
2023-10-02,28585.13,27312.81,27994.51,42701.42,1198411956.48,27507.22
2023-10-03,27669.05,27170.07,27507.22,22621.25,620603083.21,27428.66
2023-10-04,27836.54,27222.97,27428.66,18061.23,497243557.18,27789.8
2023-10-05,28128.37,27363.01,27789.8,25127.82,696054430.54,27414.59
2023-10-06,28280.04,27181.63,27414.59,25278.57,701648471.47,27946.61
2023-10-07,28035.05,27864.11,27946.61,7351.08,205394649.0,27973.69
2023-10-08,28105.36,27714.35,27973.69,8547.03,238690010.87,27933.57
2023-10-09,27999.8,27282.89,27933.57,21887.87,603964078.09,27598.77
2023-10-10,27735.72,27298.5,27598.77,18600.95,511109469.33,27395.4
2023-10-11,27475.69,26531.55,27395.4,30496.51,821395574.15,26871.21
2023-10-12,26937.98,26549.78,26871.21,16400.37,438531983.5,26756.23
2023-10-13,27110.91,26674.97,26756.23,18507.04,496779424.55,26862.9
2023-10-14,26982.78,26810.02,26862.9,5865.21,157685357.78,26854.52
2023-10-15,27297.26,26813.06,26854.52,10978.68,297110024.59,27177.41
2023-10-16,30009.15,27131.48,27177.41,66720.48,1884462991.7,28518.37
2023-10-17,28628.83,28094.14,28518.37,26038.83,739741149.31,28409.46
2023-10-18,28988.79,28156.7,28409.46,23999.55,682875511.71,28328.07
2023-10-19,28927.17,28135.5,28328.07,25550.36,730081363.3,28733.78
2023-10-20,30243.12,28596.96,28733.78,42016.08,1241026952.55,29684.37
2023-10-21,30365.61,29480.22,29684.37,15637.83,467626116.49,29924.08
2023-10-22,30232.64,29674.58,29924.08,13845.91,414432274.92,30001.44
2023-10-23,34739.17,29898.26,30001.44,73249.41,2308556876.22,33084.08
2023-10-24,35183.22,32857.8,33084.08,75112.67,2559949343.79,33923.52
2023-10-25,35136.87,33698.9,33923.52,43002.87,1481128342.82,34503.4
2023-10-26,34836.51,33746.16,34503.4,36463.09,1248469956.72,34157.06
2023-10-27,34246.78,33406.13,34157.06,30792.41,1044635721.14,33907.7
2023-10-28,34494.4,33876.07,33907.7,10888.97,371696781.35,34090.05
2023-10-29,34761.09,33947.8,34090.05,13639.48,469534963.71,34535.38
2023-10-30,34862.12,34090.22,34535.38,23948.89,825552244.82,34494.56
2023-10-31,34726.05,34058.4,34494.56,21982.74,756326173.72,34657.73
2023-11-01,35623.76,34096.9,34657.73,34274.26,1190955576.06,35439.76
2023-11-02,35973.2,34323.19,35439.76,31205.25,1097011932.14,34947.15
2023-11-03,34950.21,34118.29,34947.15,27811.97,960199464.71,34732.28
2023-11-04,35278.07,34606.38,34732.28,10840.41,377653497.47,35086.09
2023-11-05,35393.84,34489.02,35086.09,15210.52,533016306.01,35039.47
2023-11-06,35288.36,34758.64,35039.47,17520.44,613732584.95,35054.59
2023-11-07,35929.83,34537.87,35054.59,28810.78,1012278827.62,35421.85
2023-11-08,36109.43,35120.46,35421.85,26404.64,937630450.49,35638.33
2023-11-09,37990.51,35557.78,35638.33,62530.57,2296501186.4,36704.14
2023-11-10,37536.44,36342.27,36704.14,32545.3,1206040827.09,37321.51
2023-11-11,37417.29,36701.83,37321.51,14920.5,553215494.09,37142.22
2023-11-12,37233.45,36747.05,37142.22,9320.87,345567975.97,37079.76
2023-11-13,37429.52,36358.0,37079.76,24368.53,897671274.64,36482.51
2023-11-14,36752.31,34788.17,36482.51,33896.65,1219819360.84,35551.21
2023-11-15,37977.31,35374.22,35551.21,39005.98,1436101057.95,37884.19
2023-11-16,37951.14,35512.38,37884.19,38917.77,1428319260.74,36162.42
2023-11-17,36780.63,35873.7,36162.42,28253.69,1027029255.11,36626.32
2023-11-18,36853.45,36212.85,36626.32,8649.03,316037508.01,36591.19
2023-11-19,37529.1,36411.61,36591.19,11668.93,430198062.65,37388.64
2023-11-20,37770.11,36767.05,37388.64,31117.45,1162294169.25,37476.66
2023-11-21,37665.29,35753.93,37476.66,42793.3,1579350547.76,35758.72
2023-11-22,37866.63,35656.41,35758.72,36262.61,1335151412.8,37424.2
2023-11-23,37646.06,36892.34,37424.2,16793.76,626668140.1,37299.18
2023-11-24,38432.07,37262.39,37299.18,34951.5,1322597274.57,37737.05
2023-11-25,37907.84,37616.03,37737.05,8271.55,312424824.64,37801.92
2023-11-26,37829.46,37159.52,37801.92,12751.26,478214999.45,37460.21
2023-11-27,37568.17,36727.3,37460.21,24674.21,914744666.52,37246.29
2023-11-28,38410.41,36879.99,37246.29,33506.06,1265755538.49,37836.63
2023-11-29,38456.97,37589.12,37836.63,27433.75,1041457987.13,37861.9
2023-11-30,38149.78,37505.7,37861.9,16874.61,637264648.28,37729.58
2023-12-01,38982.35,37626.12,37729.58,32942.59,1268612412.23,38699.84
2023-12-02,39712.52,38659.45,38699.84,17299.38,677167721.21,39469.35
2023-12-03,40203.23,39288.91,39469.35,16087.63,638707315.07,39980.93
2023-12-04,42399.42,39980.36,39980.93,48574.89,2012390115.57,41984.41
2023-12-05,44639.18,41368.51,41984.41,52083.86,2234743414.43,44089.06
2023-12-06,44286.67,43386.17,44089.06,39080.76,1715623988.73,43771.01
2023-12-07,44050.53,42856.57,43771.01,30381.14,1320509439.92,43285.02
2023-12-08,44735.52,43094.02,43285.02,29502.75,1292562850.41,44186.18
2023-12-09,44373.02,43597.57,44186.18,15066.31,662982186.27,43723.0
2023-12-10,44047.82,43584.51,43723.0,11497.59,503801762.3,43791.67
2023-12-11,43808.9,40180.77,43791.67,58689.61,2446801856.72,41235.58
2023-12-12,42080.61,40648.18,41235.58,31480.37,1305859570.88,41472.94
2023-12-13,43461.75,40579.83,41472.94,36203.68,1517574126.2,42887.55
2023-12-14,43416.91,41433.23,42887.55,34166.34,1460749070.58,43030.6
2023-12-15,43091.28,41662.1,43030.6,25157.34,1065004798.33,41939.16
2023-12-16,42678.86,41640.84,41939.16,13495.73,570286280.98,42243.26
2023-12-17,42372.05,41228.17,42243.26,18460.88,772939037.53,41349.42
2023-12-18,42744.41,40512.69,41349.42,32860.71,1362661202.35,42650.27
2023-12-19,43454.44,41796.54,42650.27,30940.15,1318306822.38,42268.08
2023-12-20,44303.12,42195.52,42268.08,41481.09,1805958609.9,43669.91
2023-12-21,44245.16,43306.15,43669.91,29872.95,1306652594.38,43875.01
2023-12-22,44417.78,43426.51,43875.01,24740.39,1084076406.5,44008.04
2023-12-23,44024.62,43338.34,44008.04,10973.31,479555333.8,43732.75
2023-12-24,43965.2,42635.13,43732.75,14281.15,621424795.87,43023.12
2023-12-25,43808.21,42763.83,43023.12,14747.02,639501515.36,43593.79
2023-12-26,43604.51,41616.59,43593.79,30529.57,1297798884.96,42517.32
2023-12-27,43694.83,42121.77,42517.32,27420.29,1178861473.09,43469.34
2023-12-28,43817.61,42283.91,43469.34,29112.04,1249335317.05,42588.94
2023-12-29,43134.59,41296.86,42588.94,34268.41,1450476730.93,42073.59
2023-12-30,42595.81,41529.95,42073.59,21511.57,905852574.49,42146.03
2023-12-31,42863.11,41970.37,42146.03,21509.24,912867128.16,42280.14
2024-01-01,44210.89,42187.32,42280.14,19499.59,839894208.67,44197.61
2024-01-02,45918.98,44181.86,44197.61,57443.36,2596745174.99,44970.34
2024-01-03,45513.73,40214.67,44970.34,82056.19,3533041051.83,42854.08
2024-01-04,44797.03,42657.44,42854.08,49538.94,2167748750.23,44194.38
2024-01-05,44377.15,42508.08,44194.38,54169.3,2368276569.22,44178.89
2024-01-06,44248.4,43444.9,44178.89,16352.13,717065469.35,43988.33
2024-01-07,44496.47,43639.57,43988.33,20056.41,884154712.5,43950.84
2024-01-08,47295.94,43209.8,43950.84,66057.64,3000303504.99,46988.14
2024-01-09,47923.17,44889.64,46988.14,66281.93,3083632967.78,46123.0
2024-01-10,47705.84,44326.32,46123.0,80226.64,3677964834.63,46667.48
2024-01-11,49054.05,45580.11,46667.48,77548.89,3638877778.74,46353.15
2024-01-12,46512.17,41454.57,46353.15,87031.78,3855256978.62,42776.42
2024-01-13,43243.47,42438.36,42776.42,23024.72,986309535.03,42839.19
2024-01-14,43060.49,41702.53,42839.19,21730.6,924871801.97,41704.39
2024-01-15,43325.88,41687.69,41704.39,24561.1,1046074902.52,42491.26
2024-01-16,43562.19,42047.82,42491.26,36429.24,1565259395.93,43130.88
2024-01-17,43183.19,42172.64,43130.88,32911.24,1403011843.2,42739.27
2024-01-18,42876.35,40606.86,42739.27,45180.42,1885882508.36,41286.68
2024-01-19,42151.57,40246.58,41286.68,45191.13,1864062474.18,41625.47
2024-01-20,41846.45,41433.27,41625.47,13096.14,544668570.57,41677.08
2024-01-21,41862.83,41493.59,41677.08,9176.94,382561229.54,41570.17
2024-01-22,41669.9,39396.81,41570.17,56109.4,2270442343.15,39523.63
2024-01-23,40136.09,38512.34,39523.63,46007.49,1805745649.27,39876.44
2024-01-24,40526.25,39429.31,39876.44,37009.85,1476062916.95,40078.62
2024-01-25,40280.91,39523.94,40078.62,29183.88,1164224625.52,39941.74
2024-01-26,42227.71,39814.87,39941.74,42739.48,1763833855.75,41816.55
2024-01-27,42191.83,41393.22,41816.55,10632.46,444567824.09,42124.02
2024-01-28,42822.8,41632.18,42124.02,16615.66,702267432.76,42028.92
2024-01-29,43308.42,41804.05,42028.92,27783.74,1184671101.99,43302.28
2024-01-30,43855.77,42690.4,43302.28,34500.06,1498626265.1,42943.64
2024-01-31,43734.38,42276.82,42943.64,39491.24,1695950546.73,42555.08
2024-02-01,43267.39,41855.88,42555.08,29018.49,1234469121.23,43073.2
2024-02-02,43452.76,42536.21,43073.2,26779.09,1152442855.72,43181.71
2024-02-03,43355.76,42874.37,43181.71,7556.6,325725942.96,42999.52
2024-02-04,43093.79,42232.02,42999.52,9589.32,410404369.06,42570.21
2024-02-05,43518.7,41931.59,42570.21,24867.17,1062866796.14,42664.56
2024-02-06,43360.05,42526.92,42664.56,22482.95,966265875.57,43091.51
2024-02-07,44402.0,42766.8,43091.51,30331.77,1319628672.43,44339.04
2024-02-08,45622.13,44333.87,44339.04,39654.68,1785332802.43,45304.61
2024-02-09,48208.27,45257.22,45304.61,50590.41,2379925849.32,47154.23
2024-02-10,48166.14,46894.61,47154.23,16452.46,780554926.36,47768.12
2024-02-11,48597.46,47592.04,47768.12,19858.95,956986637.1,48311.16
2024-02-12,50339.2,47718.59,48311.16,47112.86,2319184140.26,49942.97
2024-02-13,50392.92,48336.83,49942.97,42027.05,2075339722.8,49733.11
2024-02-14,52085.66,49272.58,49733.11,43948.58,2252886326.88,51844.19
2024-02-15,52845.45,51357.81,51844.19,42990.13,2239765884.49,51934.57
2024-02-16,52598.05,51604.88,51934.57,32295.2,1680749372.19,52163.28
2024-02-17,52201.89,50647.34,52163.28,17696.94,910308869.83,51668.78
2024-02-18,52393.59,51194.3,51668.78,14716.3,762533081.81,52139.33
2024-02-19,52487.6,51691.25,52139.33,18980.36,989270690.85,51781.22
2024-02-20,52985.95,50766.77,51781.22,39504.32,2050493239.79,52269.59
2024-02-21,52375.42,50633.49,52269.59,32665.42,1676374071.14,51854.36
2024-02-22,52056.01,50914.97,51854.36,30501.44,1573393306.75,51263.67
2024-02-23,51509.58,50523.07,51263.67,26365.93,1345274652.99,50744.07
2024-02-24,51687.88,50583.66,50744.07,10707.22,548313000.54,51574.61
2024-02-25,51957.87,51288.57,51574.61,12394.68,640224439.02,51727.63
2024-02-26,54939.87,50920.53,51727.63,47961.27,2550669499.35,54518.58
2024-02-27,57612.94,54483.19,54518.58,62683.92,3546751167.69,57071.6
2024-02-28,64086.08,56726.31,57071.6,102181.72,6171823618.31,62507.1
2024-02-29,63652.76,60370.98,62507.1,84709.08,5259277822.5,61179.58
2024-03-01,63226.77,60795.21,61179.58,52747.33,3267402863.37,62431.25
2024-03-02,62479.07,61631.05,62431.25,20264.53,1257238241.46,62038.39
2024-03-03,63254.84,61392.4,62038.39,20301.48,1265273119.48,63149.43
2024-03-04,68562.03,62363.97,63149.43,79177.16,5220774005.79,68338.64
2024-03-05,69244.55,59268.68,68338.64,126873.13,8263897912.84,63804.11
2024-03-06,67645.97,62851.27,63804.11,68031.77,4498440968.53,66115.57
2024-03-07,68065.89,65610.94,66115.57,41800.64,2804368120.13,66928.15
2024-03-08,70151.23,66173.73,66928.15,59361.92,4046244830.74,68269.39
2024-03-09,68663.92,68026.81,68269.39,16947.1,1158711168.05,68446.32
2024-03-10,69976.84,68218.19,68446.32,27686.99,1919585405.6,69023.53
2024-03-11,72872.77,67170.42,69023.53,62709.74,4476609937.75,72095.86
2024-03-12,72996.99,68636.43,72095.86,58546.01,4173072731.62,71449.5
2024-03-13,73672.14,71329.7,71449.5,41314.41,3008299520.61,73118.09
2024-03-14,73802.64,68493.91,73118.09,60699.01,4325873413.25,71366.96
2024-03-15,72394.97,65579.78,71366.96,73358.94,5016358153.02,69497.39
2024-03-16,70043.23,64783.87,69497.39,33956.52,2295869354.32,65260.55
2024-03-17,68873.88,64529.3,65260.55,29362.49,1962751757.05,68364.45
2024-03-18,68925.18,66584.49,68364.45,38542.52,2602930945.01,67609.44
2024-03-19,68116.53,61529.15,67609.44,75848.91,4863914201.82,61924.02
2024-03-20,68139.33,60782.8,61924.02,69671.19,4466872469.25,67857.3
2024-03-21,68229.38,64548.09,67857.3,38234.75,2542747734.72,65493.22
2024-03-22,66643.64,62321.3,65493.22,37343.35,2395884490.04,63816.99
2024-03-23,66005.71,63025.99,63816.99,19360.47,1250716141.79,64004.42
2024-03-24,67623.78,63802.82,64004.42,19120.87,1253420264.9,67208.33
2024-03-25,71202.65,66400.46,67208.33,46100.6,3184570068.52,69892.26
2024-03-26,71558.85,69294.69,69892.26,32990.33,2319265484.04,69990.22
2024-03-27,71762.06,68384.71,69990.22,40450.72,2817965870.72,69434.46
2024-03-28,71593.93,68864.89,69434.46,31346.01,2214217706.88,70789.57
2024-03-29,70925.04,69059.03,70789.57,17382.89,1216001428.98,69903.72
2024-03-30,70356.07,69586.01,69903.72,7371.14,515940317.66,69629.99
2024-03-31,71389.78,69601.39,69629.99,10567.65,745658086.55,71312.91
2024-04-01,71325.61,68074.92,71312.91,28892.19,2005923775.26,69686.37
2024-04-02,69703.1,64571.71,69686.37,48905.67,3234216304.99,65466.81
2024-04-03,66925.93,64514.87,65466.81,27792.87,1835055534.78,65986.11
2024-04-04,69343.32,65081.42,65986.11,36673.5,2475521298.64,68523.79
2024-04-05,68772.34,65994.65,68523.79,32904.8,2219856764.99,67860.53
2024-04-06,69672.09,67483.82,67860.53,11314.76,772361130.33,68913.79
2024-04-07,70303.08,68877.35,68913.79,13691.75,951477284.85,69357.32
2024-04-08,72750.51,69064.41,69357.32,36459.33,2607488940.79,71629.36
2024-04-09,71748.92,68213.24,71629.36,34538.71,2411758700.3,69129.48
2024-04-10,71150.5,67480.7,69129.48,37142.44,2563902180.98,70628.54
2024-04-11,71297.81,69558.05,70628.54,24988.45,1758820969.32,70026.43
2024-04-12,71246.69,65257.57,70026.43,49331.17,3367653179.18,67158.3
2024-04-13,68422.6,61079.47,67158.3,56915.71,3689543158.77,64021.36
2024-04-14,65874.88,62229.8,64021.36,40968.04,2627998512.52,65765.64
2024-04-15,66902.94,62328.07,65765.64,40978.19,2658417494.41,63447.27
2024-04-16,64385.46,61667.72,63447.27,35542.55,2234500815.41,63824.7
2024-04-17,64503.77,59682.79,63824.7,41504.19,2562816108.8,61283.74
2024-04-18,64181.25,60829.27,61283.74,31452.84,1972785716.37,63511.2
2024-04-19,65491.94,59607.49,63511.2,46058.39,2923364930.21,63848.26
2024-04-20,65453.07,63140.68,63848.26,13464.03,866105478.99,64979.21
2024-04-21,65724.22,64271.77,64979.21,13150.64,854324202.42,64955.82
2024-04-22,67257.68,64536.42,64955.82,22839.75,1510230897.53,66854.24
2024-04-23,67211.15,65835.93,66854.24,17575.6,1169300050.32,66415.06
2024-04-24,67067.52,63556.97,66415.06,28785.93,1878460968.73,64263.95
2024-04-25,65279.7,62759.65,64263.95,26730.52,1713069016.97,64488.49
2024-04-26,64795.15,63307.56,64488.49,19914.4,1275865834.83,63750.63
2024-04-27,63904.85,62408.97,63750.63,12684.85,799665556.56,63434.44
2024-04-28,64335.08,62769.01,63434.44,10104.62,642628554.25,63111.34
2024-04-29,64192.54,61768.51,63111.34,21849.86,1370557060.16,63847.54
